id,lng,lat,topic,sentiment,temperature_avg
1.12E+18,-37.28,-7.03,Seriousness of Gas Emissions,-0.54,-0.01
1.12E+18,-0.67,52.8,Impact of Resource Overconsumption,-0.11,4.34
1.12E+18,-112.33,33.63,Weather Extremes,-0.2,0.45
1.12E+18,-155.47,20.08,Weather Extremes,-0.2,0.29
1.12E+18,145,-37,Weather Extremes,-0.65,-2.29
1.12E+18,-0.12,51.5,Weather Extremes,-0.1,4.06
1.12E+18,-122.42,37.78,Weather Extremes,0.25,-3.58
1.12E+18,18.42,-33.93,Seriousness of Gas Emissions,-0.37,-0.91
1.12E+18,-2,54,Weather Extremes,0.28,5.14
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,-0.7,4.06
1.12E+18,-75.69,45.42,Seriousness of Gas Emissions,-0.13,7.12
1.12E+18,-116.78,34.69,Weather Extremes,-0.65,-0.96
1.12E+18,0.55,51.88,Impact of Resource Overconsumption,-0.58,3.93
1.12E+18,23.76,61.5,Seriousness of Gas Emissions,-0.08,2.22
1.12E+18,-2.63,53.84,Seriousness of Gas Emissions,-0.24,5.14
1.12E+18,-113.51,53.54,Weather Extremes,0.33,-4.02
1.12E+18,-80.05,26.72,Seriousness of Gas Emissions,-0.69,0.57
1.12E+18,-3.43,56.4,Weather Extremes,0.71,4.9
1.12E+18,-3.16,56.11,Weather Extremes,0.1,4.9
1.12E+18,-0.13,51.51,Weather Extremes,-0.62,4.06
1.12E+18,-106.65,35.08,Seriousness of Gas Emissions,-0.05,2.31
1.12E+18,-79.47,44.8,Weather Extremes,-0.24,8.63
1.12E+18,-1.55,53.8,Impact of Resource Overconsumption,0.77,4.98
1.12E+18,-97.74,30.27,Weather Extremes,-0.14,3.51
1.12E+18,-87.65,41.85,Impact of Resource Overconsumption,0.6,6.62
1.12E+18,0.46,51.77,Impact of Resource Overconsumption,0.26,3.93
1.12E+18,-81.46,27.76,Weather Extremes,0.51,0.4
1.12E+18,-82.4,34.85,Weather Extremes,0.01,2.92
1.12E+18,-84.39,33.75,Seriousness of Gas Emissions,-0.26,2.57
1.12E+18,-74.01,40.71,Weather Extremes,-0.65,1.44
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.37,-0.96
1.12E+18,-122.31,47.32,Weather Extremes,0.05,-2.37
1.12E+18,-1.58,53.7,Weather Extremes,0.69,4.98
1.12E+18,-79.42,43.7,Seriousness of Gas Emissions,-0.21,8.55
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,-0.82,4.06
1.12E+18,-3.5,52.5,Weather Extremes,0.29,5.12
1.12E+18,-81.87,26.64,Weather Extremes,0.05,0.41
1.12E+18,-83,39.96,Weather Extremes,0.57,6.75
1.12E+18,-1.97,52.42,Weather Extremes,-0.35,4.85
1.12E+18,-3.43,56.4,Weather Extremes,-0.73,4.9
1.12E+18,-71.06,42.36,Weather Extremes,-0.81,2.21
1.12E+18,-3.53,50.73,Weather Extremes,0.1,4.25
1.12E+18,-0.38,39.47,Impact of Resource Overconsumption,-0.28,0.57
1.12E+18,-6.28,54.87,Weather Extremes,-0.23,4.75
1.12E+18,-114.09,51.05,Weather Extremes,-0.06,-2.9
1.12E+18,-7.5,38.82,Weather Extremes,-0.26,-1.93
1.12E+18,-74.01,40.71,Weather Extremes,-0.43,1.44
1.12E+18,-0.13,51.51,Weather Extremes,-0.72,4.06
1.12E+18,-80.05,26.72,Impact of Resource Overconsumption,-0.19,0.57
1.12E+18,-113.47,53.55,Weather Extremes,-0.24,-4.02
1.12E+18,-79.38,43.65,Weather Extremes,-0.2,8.55
1.12E+18,-122.33,47.61,Weather Extremes,0.07,-2.37
1.12E+18,-72.75,44,Weather Extremes,-0.15,4.96
1.12E+18,-79.99,40.44,Weather Extremes,0.07,6.61
1.12E+18,-118.76,36.7,Weather Extremes,-0.63,-1.84
1.12E+18,-77.04,38.9,Weather Extremes,0.13,3.87
1.12E+18,-74.01,40.71,Weather Extremes,0.07,1.44
1.12E+18,-88.74,44.39,Weather Extremes,-0.24,5.6
1.12E+18,-88.81,35.61,Weather Extremes,-0.65,4.09
1.12E+18,-83.92,35.96,Weather Extremes,-0.7,3.27
1.12E+18,-3.81,50.75,Seriousness of Gas Emissions,-0.12,4.25
1.12E+18,-123.73,48.37,Impact of Resource Overconsumption,-0.56,-1.34
1.12E+18,-4,56,Weather Extremes,0.1,4.96
1.12E+18,-114.09,51.05,Weather Extremes,-0.48,-2.9
1.12E+18,-118.24,34.05,Impact of Resource Overconsumption,-0.41,-3.13
1.12E+18,-77.04,38.9,Weather Extremes,0.55,3.87
1.12E+18,-122.67,45.52,Weather Extremes,0.05,-2.63
1.12E+18,5.12,52.09,Seriousness of Gas Emissions,0.52,6.43
1.12E+18,-118.19,33.77,Weather Extremes,-0.67,-2.13
1.12E+18,-121.29,37.96,Weather Extremes,0.01,-4.24
1.12E+18,-88.28,42.68,Weather Extremes,0.64,6.29
1.12E+18,-122.33,47.6,Weather Extremes,0.07,-2.37
1.12E+18,-85.77,38.69,Weather Extremes,-0.54,4.55
1.12E+18,147.33,-42.88,Weather Extremes,-0.43,-1.79
1.12E+18,-77.04,38.9,Impact of Resource Overconsumption,-0.12,3.87
1.12E+18,-2,54,Weather Extremes,-0.07,5.14
1.12E+18,-122.67,45.52,Weather Extremes,-0.65,-2.63
1.12E+18,-2,54,Weather Extremes,-0.54,5.14
1.12E+18,-71.42,41.7,Weather Extremes,0.01,0.76
1.12E+18,-90.24,38.65,Impact of Resource Overconsumption,-0.32,4.99
1.12E+18,-81.77,28.55,Impact of Resource Overconsumption,-0.62,0.5
1.12E+18,28.04,-26.2,Seriousness of Gas Emissions,0.12,0.38
1.12E+18,-84.77,43.6,Weather Extremes,-0.66,8.26
1.12E+18,-77.04,38.9,Impact of Resource Overconsumption,-0.12,3.87
1.12E+18,-79.38,43.65,Impact of Resource Overconsumption,-0.23,8.55
1.12E+18,-115.14,36.17,Weather Extremes,0.51,0.92
1.12E+18,-84.68,43.62,Impact of Resource Overconsumption,0.13,8.26
1.12E+18,-5.93,54.6,Weather Extremes,-0.03,4.83
1.12E+18,-4.12,53.23,Impact of Resource Overconsumption,-0.32,5.07
1.12E+18,-87.5,41.58,Seriousness of Gas Emissions,-0.51,6.62
1.12E+18,-73.95,40.65,Weather Extremes,0.01,0.77
1.12E+18,177.28,-38,Weather Extremes,0.75,-2.2
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.4,2.08
1.12E+18,-80.2,44.08,Seriousness of Gas Emissions,-0.26,8.73
1.12E+18,-84.68,43.62,Weather Extremes,0.48,8.26
1.12E+18,-81.46,27.76,Weather Extremes,-0.45,0.4
1.12E+18,-83,39.96,Impact of Resource Overconsumption,-0.12,6.75
1.12E+18,-116.2,43.62,Weather Extremes,0.62,-1.52
1.12E+18,-3.15,56.17,Weather Extremes,0.1,4.9
1.12E+18,-82.5,28.75,Weather Extremes,-0.27,0.36
1.12E+18,-77.73,40.97,Weather Extremes,-0.35,4.99
1.12E+18,151.31,-33.31,Impact of Resource Overconsumption,-0.06,-1.34
1.12E+18,-79.42,43.7,Weather Extremes,-0.34,8.55
1.12E+18,-97.11,32.74,Weather Extremes,0.05,4.82
1.12E+18,-81.25,44.5,Weather Extremes,0.19,8.64
1.12E+18,-82.46,27.95,Impact of Resource Overconsumption,-0.78,0.22
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.07,8.55
1.12E+18,-80.2,44.08,Seriousness of Gas Emissions,-0.63,8.73
1.12E+18,-79.88,43.52,Impact of Resource Overconsumption,-0.62,8.55
1.12E+18,-118.4,34.07,Weather Extremes,-0.65,-3.13
1.12E+18,-1.97,52.42,Weather Extremes,-0.7,4.85
1.12E+18,144.68,-36.6,Weather Extremes,-0.07,-2.05
1.12E+18,-75.68,44.59,Weather Extremes,-0.32,6.95
1.12E+18,-84.88,38.2,Weather Extremes,-0.59,4.91
1.12E+18,-123.12,49.25,Seriousness of Gas Emissions,-0.46,-1.23
1.12E+18,-83,40.25,Seriousness of Gas Emissions,-0.55,7.3
1.12E+18,-123.83,46.19,Impact of Resource Overconsumption,-0.43,-2.07
1.12E+18,-76.94,39.52,Weather Extremes,-0.65,2.74
1.12E+18,-113.51,53.54,Impact of Resource Overconsumption,-0.02,-4.02
1.12E+18,-81.13,29.47,Seriousness of Gas Emissions,-0.24,0.88
1.12E+18,-116.2,43.62,Weather Extremes,-0.45,-1.52
1.12E+18,-74.3,40.66,Weather Extremes,-0.28,1.44
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,-0.39,1.44
1.12E+18,-90.05,35.15,Weather Extremes,-0.3,4.68
1.12E+18,28.05,-26.21,Weather Extremes,-0.35,0.38
1.12E+18,-92.56,38.76,Weather Extremes,-0.66,4.84
1.12E+18,-5.93,54.6,Impact of Resource Overconsumption,0.74,4.83
1.12E+18,-1.71,52.19,Weather Extremes,0.41,4.85
1.12E+18,-74.08,40.73,Impact of Resource Overconsumption,0.25,1.44
1.12E+18,-81.48,41.13,Seriousness of Gas Emissions,-0.5,7.79
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,0,4.06
1.12E+18,-73.95,40.65,Seriousness of Gas Emissions,0.54,0.77
1.12E+18,13.41,52.52,Seriousness of Gas Emissions,0.43,8.33
1.12E+18,-79.47,44,Weather Extremes,0.49,8.63
1.12E+18,-114.09,51.05,Seriousness of Gas Emissions,-0.24,-2.9
1.12E+18,-82.69,40.23,Seriousness of Gas Emissions,-0.21,7.41
1.12E+18,-115.15,36.17,Weather Extremes,0.59,0.92
1.12E+18,-0.13,51.51,Weather Extremes,0.23,4.06
1.12E+18,-1.26,52.53,Impact of Resource Overconsumption,-0.29,4.85
1.12E+18,-82.45,38.42,Weather Extremes,0.09,5.69
1.12E+18,78.46,17.38,Seriousness of Gas Emissions,0.07,1.54
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,0.52,1.44
1.12E+18,-81.1,32.08,Weather Extremes,0.05,2.12
1.12E+18,-122.42,37.78,Seriousness of Gas Emissions,0.57,-3.58
1.12E+18,-71.06,42.36,Weather Extremes,-0.18,2.21
1.12E+18,145.03,-37.65,Weather Extremes,-0.65,-2.47
1.12E+18,-79.47,44,Weather Extremes,-0.47,8.63
1.12E+18,-70.01,41.32,Impact of Resource Overconsumption,-0.06,0.86
1.12E+18,7.11,43.58,Seriousness of Gas Emissions,-0.19,1.32
1.12E+18,-73.61,45.5,Weather Extremes,-0.63,6.79
1.12E+18,-74.01,40.71,Weather Extremes,-0.76,1.44
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,0.46,3.87
1.12E+18,-119.7,34.42,Impact of Resource Overconsumption,-0.07,-2.7
1.12E+18,-122.33,47.6,Seriousness of Gas Emissions,0.11,-2.37
1.12E+18,-78.88,42.89,Weather Extremes,0.05,8.5
1.12E+18,-96.07,33.37,Seriousness of Gas Emissions,-0.74,4.62
1.12E+18,-122.42,37.77,Weather Extremes,-0.01,-3.58
1.12E+18,-1.56,52.77,Weather Extremes,0.12,4.85
1.12E+18,-73.59,45.51,Impact of Resource Overconsumption,0.66,6.79
1.12E+18,-75.7,45.41,Weather Extremes,-0.74,7.12
1.12E+18,121.12,14.63,Weather Extremes,-0.65,1.25
1.12E+18,151.21,-33.87,Weather Extremes,-0.65,-1.34
1.12E+18,-88.42,41.36,Impact of Resource Overconsumption,-0.68,6.31
1.12E+18,-0.56,50.85,Weather Extremes,-0.64,3.74
1.12E+18,-80.93,42.98,Impact of Resource Overconsumption,0.41,7.84
1.12E+18,-116.78,34.69,Weather Extremes,-0.52,-0.96
1.12E+18,-116.78,34.69,Weather Extremes,-0.44,-0.96
1.12E+18,-2.12,52.59,Weather Extremes,-0.44,5.25
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.55,-2.29
1.12E+18,-99.51,31.82,Impact of Resource Overconsumption,-0.68,5.15
1.12E+18,-118.24,34.05,Weather Extremes,-0.49,-3.13
1.12E+18,-83,39.96,Weather Extremes,0.07,6.75
1.12E+18,-81.66,30.33,Weather Extremes,-0.45,1.29
1.12E+18,-77.04,38.9,Weather Extremes,-0.65,3.87
1.12E+18,-122.32,49.07,Weather Extremes,-0.06,-1.54
1.12E+18,-62.11,45.34,Weather Extremes,-0.06,1.6
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.46,-3.13
1.12E+18,-0.56,50.85,Weather Extremes,-0.57,3.74
1.12E+18,-98.12,29.7,Weather Extremes,0.05,3
1.12E+18,-75.16,39.95,Weather Extremes,0.03,2.08
1.12E+18,-89.69,44.43,Weather Extremes,-0.47,5.09
1.12E+18,-103.34,20.67,Weather Extremes,0.74,3.26
1.12E+18,-80.05,26.72,Impact of Resource Overconsumption,-0.39,0.57
1.12E+18,121.02,-25.23,Weather Extremes,-0.65,3.54
1.12E+18,-115.17,36.08,Weather Extremes,-0.66,0.92
1.12E+18,-79.42,43.7,Seriousness of Gas Emissions,-0.29,8.55
1.12E+18,-106.67,52.13,Weather Extremes,-0.06,-2.36
1.12E+18,-122.72,42.2,Impact of Resource Overconsumption,0.06,-3.8
1.12E+18,-0.67,52.8,Seriousness of Gas Emissions,0.48,4.34
1.12E+18,-3.38,56.13,Weather Extremes,0.1,4.9
1.12E+18,-110.68,50.04,Weather Extremes,-0.86,-2.41
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.48,-2.29
1.12E+18,-52.71,47.56,Weather Extremes,0.52,-2.36
1.12E+18,-104.98,39.74,Impact of Resource Overconsumption,-0.12,2.73
1.12E+18,-63.17,45.2,Weather Extremes,-0.42,1.97
1.12E+18,-80.05,26.72,Seriousness of Gas Emissions,0.09,0.57
1.12E+18,-86.75,32.75,Weather Extremes,0.05,2.28
1.12E+18,-116.78,34.69,Weather Extremes,-0.65,-0.96
1.12E+18,-1.4,53.52,Weather Extremes,-0.7,4.98
1.12E+18,-70.48,43.38,Impact of Resource Overconsumption,-0.36,2.6
1.12E+18,-72.75,44,Weather Extremes,-0.65,4.96
1.12E+18,-0.13,51.51,Weather Extremes,-0.42,4.06
1.12E+18,-92.1,46.72,Weather Extremes,-0.86,4.12
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,0.62,4.06
1.12E+18,-121.68,37.23,Weather Extremes,-0.01,-4.24
1.12E+18,-122.42,37.78,Weather Extremes,0.59,-3.58
1.12E+18,-72.73,41.65,Seriousness of Gas Emissions,-0.61,0.81
1.12E+18,-71.66,43.48,Weather Extremes,-0.65,3.11
1.12E+18,-70.25,43.66,Weather Extremes,-0.39,2.6
1.12E+18,-79.87,43.26,Weather Extremes,-0.17,8.55
1.12E+18,-88.15,41.77,Seriousness of Gas Emissions,0.59,6.31
1.12E+18,-87.62,41.88,Weather Extremes,0.04,6.62
1.12E+18,151.22,-33.85,Weather Extremes,0.79,-1.34
1.12E+18,-72.03,42.38,Weather Extremes,-0.3,2.74
1.12E+18,-85.5,44.25,Seriousness of Gas Emissions,0.17,7.56
1.12E+18,-121.39,36.22,Weather Extremes,0.57,-4.36
1.12E+18,-71.11,42.38,Weather Extremes,-0.65,2.21
1.12E+18,-122.42,37.78,Weather Extremes,-0.65,-3.58
1.12E+18,-64.07,46.82,Weather Extremes,-0.75,2.7
1.12E+18,-74.01,40.71,Weather Extremes,0.72,1.44
1.12E+18,-118.24,34.05,Weather Extremes,-0.75,-3.13
1.12E+18,28.97,41.01,Seriousness of Gas Emissions,0.52,1.63
1.12E+18,-114.09,51.05,Weather Extremes,-0.29,-2.9
1.12E+18,115.86,-31.95,Weather Extremes,-0.03,-0.52
1.12E+18,-87.22,30.42,Impact of Resource Overconsumption,-0.25,2.08
1.12E+18,-86.17,40.33,Weather Extremes,-0.65,6.26
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.34,2.08
1.12E+18,-77.1,38.98,Weather Extremes,-0.65,3.87
1.12E+18,-76.94,38.98,Seriousness of Gas Emissions,0.59,3.2
1.12E+18,-77.04,38.9,Weather Extremes,-0.59,3.87
1.12E+18,-93.29,44.88,Weather Extremes,0.66,3.91
1.12E+18,-80.67,32.43,Weather Extremes,-0.01,2.07
1.12E+18,-118.24,34.05,Weather Extremes,-0.04,-3.13
1.12E+18,-91.42,47.25,Impact of Resource Overconsumption,-0.6,4.3
1.12E+18,-104.62,50.45,Weather Extremes,-0.65,1.31
1.12E+18,-92.5,34.75,Weather Extremes,-0.65,4.84
1.12E+18,-75.7,45.41,Weather Extremes,-0.23,7.12
1.12E+18,-123.11,49.26,Weather Extremes,0.49,-1.23
1.12E+18,-112.55,34.57,Weather Extremes,0.16,0.61
1.12E+18,-122.27,37.87,Weather Extremes,0.45,-3.58
1.12E+18,-97.7,30.32,Weather Extremes,-0.65,3.51
1.12E+18,-77.04,38.9,Impact of Resource Overconsumption,-0.68,3.87
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.07,-2.29
1.12E+18,-95.94,41.26,Seriousness of Gas Emissions,-0.32,4.85
1.12E+18,-82.57,27.5,Seriousness of Gas Emissions,0.59,0.22
1.12E+18,-4.26,55.87,Weather Extremes,-0.16,4.71
1.12E+18,-77.1,38.98,Seriousness of Gas Emissions,0.59,3.87
1.12E+18,-73.95,40.65,Weather Extremes,0.11,0.77
1.12E+18,-93.09,44.94,Weather Extremes,0.55,3.91
1.12E+18,-77.04,38.9,Weather Extremes,0.56,3.87
1.12E+18,-72.73,41.65,Weather Extremes,0.65,0.81
1.12E+18,-83,40.25,Seriousness of Gas Emissions,-0.69,7.3
1.12E+18,-72.4,5.34,Weather Extremes,-0.59,0.49
1.12E+18,-121.89,37.34,Weather Extremes,-0.65,-4.24
1.12E+18,-110.93,32.22,Weather Extremes,-0.59,1.36
1.12E+18,-114.06,51.05,Weather Extremes,0.06,-2.9
1.12E+18,-77.62,43.15,Weather Extremes,-0.65,8
1.12E+18,-79.34,43.86,Weather Extremes,0.02,8.55
1.12E+18,-79.42,43.7,Seriousness of Gas Emissions,-0.24,8.55
1.12E+18,-74.01,40.71,Impact of Resource Overconsumption,-0.07,1.44
1.12E+18,-2.75,54.33,Weather Extremes,-0.57,5.02
1.12E+18,-94.25,46.25,Weather Extremes,0.42,3.76
1.12E+18,-79.85,43.25,Weather Extremes,-0.65,8.55
1.12E+18,-75.7,45.41,Weather Extremes,-0.51,7.12
1.12E+18,-86,50,Impact of Resource Overconsumption,-0.26,2.93
1.12E+18,-63,45,Weather Extremes,0.12,1.6
1.12E+18,-96.81,32.78,Weather Extremes,0.65,4.33
1.12E+18,-72.03,42.38,Impact of Resource Overconsumption,-0.45,2.74
1.12E+18,-4.46,57.52,Weather Extremes,-0.65,4.78
1.12E+18,32.58,0.32,Impact of Resource Overconsumption,0.19,0.05
1.12E+18,-79.38,43.65,Weather Extremes,-0.65,8.55
1.12E+18,-79.42,43.7,Weather Extremes,-0.31,8.55
1.12E+18,153.03,-27.47,Weather Extremes,-0.78,-2.41
1.12E+18,-80.52,43.47,Impact of Resource Overconsumption,-0.43,8.49
1.12E+18,106.2,15.55,Weather Extremes,-0.04,-0.19
1.12E+18,-104.82,38.83,Weather Extremes,-0.65,2.54
1.12E+18,-81.7,41.5,Weather Extremes,-0.3,7.79
1.12E+18,-71.85,42.75,Weather Extremes,-0.65,2.21
1.12E+18,-86,50,Weather Extremes,0.19,2.93
1.12E+18,-83.74,42.28,Weather Extremes,-0.65,8.26
1.12E+18,-122.2,41.41,Impact of Resource Overconsumption,-0.1,-4.15
1.12E+18,151.21,-33.87,Impact of Resource Overconsumption,-0.05,-1.34
1.12E+18,-63.59,44.65,Weather Extremes,-0.05,1.52
1.12E+18,-74.01,40.71,Weather Extremes,-0.65,1.44
1.12E+18,-79.38,43.65,Weather Extremes,-0.65,8.55
1.12E+18,-79.27,43.87,Weather Extremes,0.34,8.55
1.12E+18,-4.11,56.79,Weather Extremes,0.23,4.96
1.12E+18,72.88,19.07,Seriousness of Gas Emissions,0.3,1.99
1.12E+18,-95.92,46.17,Seriousness of Gas Emissions,0.48,3.53
1.12E+18,-80.23,43.53,Impact of Resource Overconsumption,0.49,8.49
1.12E+18,-71,44,Weather Extremes,-0.65,3.11
1.12E+18,-122.42,37.78,Weather Extremes,-0.1,-3.58
1.12E+18,-71.83,52.48,Seriousness of Gas Emissions,-0.49,6.21
1.12E+18,-93.27,44.98,Weather Extremes,-0.65,3.91
1.12E+18,-93.31,41.92,Impact of Resource Overconsumption,0.04,5.25
1.12E+18,-84.19,39.76,Weather Extremes,0.59,5.91
1.12E+18,-73.83,40.7,Weather Extremes,0.29,0.77
1.12E+18,4.85,45.75,Impact of Resource Overconsumption,-0.07,0.4
1.12E+18,10.89,48.37,Weather Extremes,-0.3,6.52
1.12E+18,34.49,0.33,Weather Extremes,0.48,0.22
1.12E+18,-98,18.83,Seriousness of Gas Emissions,0.17,1.85
1.12E+18,-98.49,29.42,Weather Extremes,0.59,3
1.12E+18,-118.24,34.05,Impact of Resource Overconsumption,-0.28,-3.13
1.12E+18,-111.5,34.5,Weather Extremes,-0.35,0.74
1.12E+18,-118.19,33.77,Weather Extremes,0.17,-2.13
1.12E+18,-122.33,47.61,Weather Extremes,0.03,-2.37
1.12E+18,-76.42,40.34,Weather Extremes,-0.65,4.03
1.12E+18,-112.07,33.45,Weather Extremes,-0.36,0.45
1.12E+18,-90.18,32.3,Impact of Resource Overconsumption,-0.14,3.7
1.12E+18,-77.53,34.44,Impact of Resource Overconsumption,-0.14,3.2
1.12E+18,-0.69,54.33,Weather Extremes,-0.07,3.87
1.12E+18,-114.13,51.16,Seriousness of Gas Emissions,-0.24,-2.9
1.12E+18,-78.64,35.78,Weather Extremes,0.05,3.69
1.12E+18,-114.06,51.05,Weather Extremes,-0.12,-2.9
1.12E+18,-122.68,45.52,Weather Extremes,-0.76,-2.63
1.12E+18,-118.76,36.7,Seriousness of Gas Emissions,0.14,-1.84
1.12E+18,-79.42,43.7,Weather Extremes,-0.65,8.55
1.12E+18,-118.76,36.7,Weather Extremes,-0.04,-1.84
1.12E+18,-58.44,-34.61,Seriousness of Gas Emissions,-0.04,0.58
1.12E+18,151.21,-33.87,Weather Extremes,-0.76,-1.34
1.12E+18,-73.69,45.57,Seriousness of Gas Emissions,0,6.79
1.12E+18,-0.13,51.51,Weather Extremes,-0.35,4.06
1.12E+18,-86.17,40.33,Weather Extremes,0.49,6.26
1.12E+18,-3.67,58.14,Weather Extremes,-0.41,4.1
1.12E+18,-96.81,32.78,Weather Extremes,-0.76,4.33
1.12E+18,-2.5,53.6,Weather Extremes,-0.64,5.14
1.12E+18,-77.04,38.9,Impact of Resource Overconsumption,-0.21,3.87
1.12E+18,-74.08,40.73,Weather Extremes,0.51,1.44
1.12E+18,-80.14,39.49,Weather Extremes,-0.59,6.28
1.12E+18,-76.75,39,Weather Extremes,-0.76,2.74
1.12E+18,-74.01,40.71,Weather Extremes,-0.76,1.44
1.12E+18,-80.14,39.49,Weather Extremes,-0.51,6.28
1.12E+18,-70.88,42.81,Weather Extremes,0.24,1.93
1.12E+18,1.3,52.63,Weather Extremes,-0.67,2.84
1.12E+18,-86.17,40.33,Weather Extremes,-0.76,6.26
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,0.6,3.87
1.12E+18,-83.38,42.49,Weather Extremes,-0.76,8.26
1.12E+18,139.69,35.69,Seriousness of Gas Emissions,0.43,-0.52
1.12E+18,-89.25,48.38,Weather Extremes,-0.76,3.26
1.12E+18,-78.78,35.79,Impact of Resource Overconsumption,-0.5,3.69
1.12E+18,-75.16,39.95,Weather Extremes,-0.76,2.08
1.12E+18,-63.59,44.65,Impact of Resource Overconsumption,-0.13,1.52
1.12E+18,-97.34,33.36,Seriousness of Gas Emissions,0.47,5.11
1.12E+18,-76.91,38.64,Weather Extremes,-0.38,3.2
1.12E+18,-122.49,48.76,Weather Extremes,-0.65,-1.8
1.12E+18,-122.9,47.04,Seriousness of Gas Emissions,0.54,-2.37
1.12E+18,-122.49,48.76,Weather Extremes,-0.76,-1.8
1.12E+18,-118.11,34.02,Weather Extremes,-0.76,-3.13
1.12E+18,-74.01,40.71,Weather Extremes,-0.1,1.44
1.12E+18,-90.25,38.63,Weather Extremes,-0.22,4.99
1.12E+18,-1.9,52.48,Weather Extremes,-0.76,4.85
1.12E+18,-122.67,45.52,Weather Extremes,0.11,-2.63
1.12E+18,-77.73,40.97,Weather Extremes,0.59,4.99
1.12E+18,-79.46,46.31,Seriousness of Gas Emissions,-0.24,8
1.12E+18,-77.94,34.23,Weather Extremes,-0.65,3.2
1.12E+18,-123.14,49.17,Weather Extremes,-0.69,-1.23
1.12E+18,-118.49,34.02,Weather Extremes,-0.76,-3.13
1.12E+18,-149.68,64.45,Weather Extremes,-0.24,-1.95
1.12E+18,-99.51,31.82,Impact of Resource Overconsumption,0.31,5.15
1.12E+18,-67.87,45.66,Seriousness of Gas Emissions,0.58,3.44
1.12E+18,-68.86,45.71,Weather Extremes,-0.76,3.86
1.12E+18,144.96,-37.81,Seriousness of Gas Emissions,-0.54,-2.29
1.12E+18,-118.24,34.05,Weather Extremes,-0.65,-3.13
1.12E+18,115.86,-31.95,Weather Extremes,-0.46,-0.52
1.12E+18,-122.64,48.29,Seriousness of Gas Emissions,-0.1,-1.8
1.12E+18,-122.68,45.52,Weather Extremes,-0.76,-2.63
1.12E+18,-121.49,38.58,Weather Extremes,-0.76,-4.01
1.12E+18,-97.44,35.22,Weather Extremes,-0.65,4.2
1.12E+18,-114.09,51.05,Weather Extremes,-0.28,-2.9
1.12E+18,-97.34,33.36,Weather Extremes,-0.56,5.11
1.12E+18,-84.1,36.95,Weather Extremes,-0.2,3.77
1.12E+18,-86,50,Weather Extremes,-0.65,2.93
1.12E+18,-83.92,35.96,Seriousness of Gas Emissions,0.49,3.27
1.12E+18,138.6,-34.93,Seriousness of Gas Emissions,0.08,-1.06
1.12E+18,-73.97,40.78,Impact of Resource Overconsumption,-0.39,0.77
1.12E+18,-111.91,33.41,Weather Extremes,-0.04,0.77
1.12E+18,-76.61,39.29,Weather Extremes,-0.76,2.74
1.12E+18,-95.36,29.76,Weather Extremes,0.56,2.46
1.12E+18,-81.97,33.47,Weather Extremes,0.31,2.54
1.12E+18,-3.61,57.66,Weather Extremes,0.49,4.63
1.12E+18,-114.06,51.05,Weather Extremes,0.18,-2.9
1.12E+18,-83.73,42.27,Impact of Resource Overconsumption,-0.37,8.26
1.12E+18,-75.16,39.95,Weather Extremes,-0.52,2.08
1.12E+18,-79.66,43.58,Weather Extremes,0.09,8.55
1.12E+18,-82.69,40.23,Weather Extremes,-0.76,7.41
1.12E+18,-125,55,Seriousness of Gas Emissions,-0.24,-2.94
1.12E+18,-81.38,28.54,Weather Extremes,-0.76,0.5
1.12E+18,-2.47,53.21,Impact of Resource Overconsumption,-0.11,5.14
1.12E+18,-79.38,43.65,Weather Extremes,-0.19,8.55
1.12E+18,-123.12,49.25,Impact of Resource Overconsumption,0.09,-1.23
1.12E+18,-77.04,38.9,Weather Extremes,-0.65,3.87
1.12E+18,-88.75,15.83,Weather Extremes,-0.45,1.29
1.12E+18,-93.36,45.03,Weather Extremes,-0.2,3.98
1.12E+18,-118.24,34.05,Weather Extremes,-0.76,-3.13
1.12E+18,23.79,61.5,Seriousness of Gas Emissions,0.48,2.22
1.12E+18,-93.26,44.98,Weather Extremes,0.05,3.91
1.12E+18,-80,40.44,Weather Extremes,-0.65,6.61
1.12E+18,-89.38,43.07,Weather Extremes,-0.65,5.34
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,-0.67,1.44
1.12E+18,-95.37,29.76,Weather Extremes,-0.77,2.46
1.12E+18,-121.29,37.96,Weather Extremes,0.44,-4.24
1.12E+18,-114.06,51.05,Weather Extremes,-0.35,-2.9
