id,lng,lat,topic,sentiment,temperature_avg
1.12E+18,-97.5,25.9,Weather Extremes,-0.07,2.01
1.12E+18,-84.68,43.62,Weather Extremes,0.39,8.26
1.12E+18,-2,54,Impact of Resource Overconsumption,-0.43,5.14
1.12E+18,-63.29,45.71,Seriousness of Gas Emissions,-0.53,1.97
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.53,3.87
1.12E+18,-96.39,30.22,Weather Extremes,-0.47,3.22
1.12E+18,-69.25,45.5,Seriousness of Gas Emissions,0.24,4.77
1.12E+18,-73.83,42.72,Seriousness of Gas Emissions,-0.27,3.67
1.12E+18,-99.62,33.45,Impact of Resource Overconsumption,0.05,6.66
1.12E+18,-74.01,40.71,Weather Extremes,-0.48,1.44
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.27,2.08
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.45,-2.29
1.12E+18,-157.86,21.31,Seriousness of Gas Emissions,0.47,0.34
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.37,-3.13
1.12E+18,-74.08,40.73,Weather Extremes,-0.48,1.44
1.12E+18,-74.14,4.61,Seriousness of Gas Emissions,-0.49,0.3
1.12E+18,-73.76,42.65,Seriousness of Gas Emissions,-0.53,3.67
1.12E+18,-79.42,43.7,Weather Extremes,0.16,8.55
1.12E+18,-72.53,41.28,Seriousness of Gas Emissions,-0.69,0.81
1.12E+18,-86,50,Weather Extremes,-0.47,2.93
1.12E+18,4.89,52.37,Seriousness of Gas Emissions,0.47,5.01
1.12E+18,-117.49,33.76,Seriousness of Gas Emissions,-0.69,-1.71
1.12E+18,-72.03,42.38,Seriousness of Gas Emissions,-0.53,2.74
1.12E+18,-72.33,-38.23,Seriousness of Gas Emissions,-0.53,-3.01
1.12E+18,-81.25,42.98,Impact of Resource Overconsumption,-0.62,8.03
1.12E+18,-84.28,30.44,Seriousness of Gas Emissions,-0.69,1.73
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,0.02,-3.13
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.62,8.55
1.12E+18,-120.74,43.98,Weather Extremes,-0.47,-4.29
1.12E+18,73.3,18.65,Weather Extremes,0.17,2.09
1.12E+18,-123.07,49.32,Seriousness of Gas Emissions,-0.2,-1.23
1.12E+18,111.93,-7.6,Seriousness of Gas Emissions,-0.39,-0.03
1.12E+18,144.96,-37.81,Seriousness of Gas Emissions,0.52,-2.29
1.12E+18,144.96,-37.81,Weather Extremes,0.85,-2.29
1.12E+18,-79.04,35.67,Seriousness of Gas Emissions,-0.53,3.67
1.12E+18,-108.92,54,Impact of Resource Overconsumption,-0.46,-3.21
1.12E+18,-87.62,41.88,Seriousness of Gas Emissions,-0.69,6.62
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.42,-3.13
1.12E+18,-111.84,33.31,Weather Extremes,-0.37,0.77
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.66,-3.13
1.12E+18,-111.66,40.23,Weather Extremes,-0.54,2.51
1.12E+18,-0.13,51.51,Weather Extremes,-0.47,4.06
1.12E+18,-0.13,51.51,Weather Extremes,-0.47,4.06
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.43,-2.29
1.12E+18,-76.49,38.98,Seriousness of Gas Emissions,-0.53,3.2
1.12E+18,-73.99,40.82,Seriousness of Gas Emissions,-0.69,0.77
1.12E+18,-87.62,41.88,Seriousness of Gas Emissions,-0.69,6.62
1.12E+18,-70.04,44.24,Seriousness of Gas Emissions,-0.69,3.6
1.12E+18,-73.97,40.78,Weather Extremes,-0.25,0.77
1.12E+18,-71.11,42.37,Weather Extremes,-0.47,2.21
1.12E+18,-122.33,47.61,Seriousness of Gas Emissions,-0.53,-2.37
1.12E+18,-4.14,50.37,Weather Extremes,-0.47,4.21
1.12E+18,-74.01,40.71,Impact of Resource Overconsumption,0.05,1.44
1.12E+18,-78.64,35.77,Seriousness of Gas Emissions,-0.62,3.69
1.12E+18,-71.54,43.21,Impact of Resource Overconsumption,-0.07,3.11
1.12E+18,-3.97,55.74,Seriousness of Gas Emissions,0.41,4.92
1.12E+18,-77.04,38.9,Weather Extremes,-0.23,3.87
1.12E+18,-89.02,42.68,Seriousness of Gas Emissions,-0.29,5.77
1.12E+18,-0.13,51.51,Weather Extremes,-0.03,4.06
1.12E+18,-80.39,43.46,Weather Extremes,0.48,8.49
1.12E+18,-94.58,39.1,Seriousness of Gas Emissions,-0.69,4.59
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.55,8.55
1.12E+18,144.96,-37.81,Weather Extremes,-0.47,-2.29
1.12E+18,-95.36,29.76,Weather Extremes,-0.28,2.46
1.12E+18,-77.04,38.9,Weather Extremes,-0.13,3.87
1.12E+18,-118.24,34.05,Impact of Resource Overconsumption,-0.68,-3.13
1.12E+18,-83.05,42.33,Seriousness of Gas Emissions,-0.53,8.26
1.12E+18,-95.36,29.76,Weather Extremes,-0.47,2.46
1.12E+18,-59.13,-37.32,Weather Extremes,-0.47,0.76
1.12E+18,-76.98,42.87,Seriousness of Gas Emissions,-0.53,7.19
1.12E+18,-93.31,41.92,Impact of Resource Overconsumption,-0.58,5.25
1.12E+18,-113.47,53.55,Impact of Resource Overconsumption,-0.7,-4.02
1.12E+18,-122.67,45.52,Weather Extremes,-0.47,-2.63
1.12E+18,-110.93,32.22,Seriousness of Gas Emissions,0.45,1.36
1.12E+18,138.6,-34.93,Impact of Resource Overconsumption,-0.48,-1.06
1.12E+18,-121.71,38,Weather Extremes,-0.47,-4.24
1.12E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.43,-2.29
1.12E+18,-115.15,36.17,Impact of Resource Overconsumption,0.05,0.92
1.12E+18,-112.07,33.45,Weather Extremes,0.57,0.45
1.12E+18,-70.81,43.23,Seriousness of Gas Emissions,-0.69,2.6
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.53,-0.96
1.12E+18,-87.41,39.47,Weather Extremes,-0.47,5.2
1.12E+18,-0.27,51.51,Seriousness of Gas Emissions,-0.69,4.06
1.12E+18,-82.5,28.75,Weather Extremes,0.39,0.36
1.12E+18,-80.44,33.69,Weather Extremes,-0.47,2.51
1.12E+18,120.18,22.99,Weather Extremes,-0.47,2.97
1.12E+18,-79.38,43.65,Impact of Resource Overconsumption,-0.19,8.55
1.12E+18,130.84,-12.46,Weather Extremes,0.17,0.4
1.12E+18,-81.63,38.35,Weather Extremes,-0.47,5.89
1.12E+18,9.15,42.31,Impact of Resource Overconsumption,0.05,1.97
1.12E+18,-79.38,43.65,Weather Extremes,-0.38,8.55
1.12E+18,-70.26,43.8,Seriousness of Gas Emissions,0.74,2.6
1.12E+18,-81.38,28.54,Weather Extremes,-0.18,0.5
1.12E+18,-83.09,39.88,Seriousness of Gas Emissions,-0.69,6.6
1.12E+18,73.3,18.65,Seriousness of Gas Emissions,-0.21,2.09
1.12E+18,-118.76,36.7,Weather Extremes,0.54,-1.84
1.12E+18,-82.59,36.1,Seriousness of Gas Emissions,-0.53,3.86
1.12E+18,-76.61,40.97,Seriousness of Gas Emissions,-0.52,4.03
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.4,8.55
1.12E+18,-71.06,42.36,Seriousness of Gas Emissions,-0.69,2.21
1.12E+18,-97.34,37.69,Seriousness of Gas Emissions,-0.69,3.92
1.12E+18,-118.76,36.7,Weather Extremes,-0.47,-1.84
1.12E+18,-118.33,34.1,Weather Extremes,-0.52,-3.13
1.12E+18,-117.16,32.72,Seriousness of Gas Emissions,0.02,-1.44
1.12E+18,153.02,-27.47,Weather Extremes,0.04,-2.41
1.12E+18,-112.07,33.45,Impact of Resource Overconsumption,0.05,0.45
1.12E+18,-58.38,-34.61,Weather Extremes,-0.47,0.58
1.12E+18,-81.1,32.08,Seriousness of Gas Emissions,-0.69,2.12
1.12E+18,-119.77,39.16,Weather Extremes,-0.2,-2.06
1.12E+18,153.02,-27.47,Weather Extremes,-0.47,-2.41
1.12E+18,-81.46,27.76,Impact of Resource Overconsumption,0.05,0.4
1.12E+18,-105.94,35.69,Weather Extremes,-0.01,2.75
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,-0.69,1.44
1.12E+18,-105.61,38.73,Seriousness of Gas Emissions,0.06,2.54
1.12E+18,-122.33,47.61,Seriousness of Gas Emissions,-0.53,-2.37
1.12E+18,-86.11,39.61,Weather Extremes,-0.36,5.26
1.12E+18,-75.69,45.42,Seriousness of Gas Emissions,0.18,7.12
1.12E+18,144.96,-37.81,Weather Extremes,-0.55,-2.29
1.12E+18,-116.35,43.7,Impact of Resource Overconsumption,0.05,-1.52
1.12E+18,-2.71,52.06,Seriousness of Gas Emissions,-0.53,5.25
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.53,2.08
1.12E+18,-70.25,43.66,Seriousness of Gas Emissions,-0.53,2.6
1.12E+18,-111.5,34.5,Weather Extremes,-0.47,0.74
1.12E+18,-57.95,-34.92,Weather Extremes,-0.47,0.53
1.12E+18,-122.62,38.04,Seriousness of Gas Emissions,0.01,-4.01
1.12E+18,-93.5,42,Seriousness of Gas Emissions,-0.36,4.67
1.12E+18,-74.14,41.09,Seriousness of Gas Emissions,0.41,2.55
1.12E+18,-122.27,37.8,Seriousness of Gas Emissions,-0.53,-3.58
1.12E+18,-88.18,42.03,Weather Extremes,-0.47,6.29
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.62,8.55
1.12E+18,-98.67,20.34,Seriousness of Gas Emissions,-0.09,2.81
1.12E+18,-80.19,25.77,Seriousness of Gas Emissions,-0.69,0.61
1.12E+18,-123.6,46.98,Seriousness of Gas Emissions,-0.53,-2.07
1.12E+18,-74.91,38.94,Weather Extremes,-0.73,0
1.12E+18,4.89,52.37,Weather Extremes,-0.51,5.01
1.12E+18,-74.14,41.09,Seriousness of Gas Emissions,0.41,2.55
1.12E+18,-97.35,32.97,Seriousness of Gas Emissions,-0.69,4.82
1.12E+18,-74.14,41.09,Seriousness of Gas Emissions,0.4,2.55
1.12E+18,73.07,33.69,Weather Extremes,-0.51,2.91
1.12E+18,100.49,13.75,Seriousness of Gas Emissions,-0.08,-0.36
1.12E+18,-71.01,42.21,Seriousness of Gas Emissions,-0.69,2.21
1.12E+18,144.96,-37.81,Seriousness of Gas Emissions,0.62,-2.29
1.12E+18,-111.5,40.65,Seriousness of Gas Emissions,-0.53,2.51
1.12E+18,-123.11,49.26,Impact of Resource Overconsumption,0.1,-1.23
1.12E+18,-77.61,37.65,Weather Extremes,-0.51,4.19
1.12E+18,-86,50,Weather Extremes,-0.37,2.93
1.12E+18,-79.42,43.7,Weather Extremes,-0.47,8.55
1.12E+18,-87.65,41.85,Seriousness of Gas Emissions,-0.69,6.62
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.53,2.08
1.12E+18,-98.5,29.42,Seriousness of Gas Emissions,-0.51,3
1.12E+18,-120.74,43.98,Weather Extremes,-0.47,-4.29
1.12E+18,-83.06,39.99,Seriousness of Gas Emissions,-0.12,6.6
1.12E+18,-122.33,47.61,Weather Extremes,0.91,-2.37
1.12E+18,-97.14,33.18,Seriousness of Gas Emissions,-0.69,5.11
1.12E+18,-78.85,35.73,Weather Extremes,-0.47,3.69
1.12E+18,-118.24,34.05,Weather Extremes,-0.47,-3.13
1.12E+18,-106.65,35.08,Seriousness of Gas Emissions,-0.53,2.31
1.12E+18,-79.42,43.7,Seriousness of Gas Emissions,0.26,8.55
1.12E+18,-87.65,41.85,Weather Extremes,-0.47,6.62
1.12E+18,-2.98,53.41,Impact of Resource Overconsumption,-0.43,5.14
1.12E+18,-81.63,38.35,Seriousness of Gas Emissions,-0.26,5.89
1.12E+18,-85.5,44.25,Seriousness of Gas Emissions,-0.53,7.56
1.12E+18,-78.49,37.12,Seriousness of Gas Emissions,-0.4,4.31
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.53,2.08
1.12E+18,-71.06,42.36,Weather Extremes,-0.57,2.21
1.12E+18,-78.88,42.89,Weather Extremes,0.16,8.5
1.12E+18,-85.5,44.25,Weather Extremes,-0.47,7.56
1.12E+18,144.96,-37.81,Seriousness of Gas Emissions,-0.53,-2.29
1.12E+18,-71.06,42.36,Seriousness of Gas Emissions,-0.69,2.21
1.12E+18,-2,54,Seriousness of Gas Emissions,-0.08,5.14
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.67,-3.13
1.12E+18,170.5,-45.87,Weather Extremes,-0.57,-2.93
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.69,3.87
1.12E+18,-116.78,34.69,Weather Extremes,-0.52,-0.96
1.12E+18,-111.89,40.76,Seriousness of Gas Emissions,-0.53,2.51
1.12E+18,-83.4,41.92,Seriousness of Gas Emissions,-0.35,7.85
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,-0.38,1.44
1.12E+18,-86.05,39.92,Weather Extremes,0.03,5.26
1.12E+18,-80.46,44.36,Weather Extremes,0.2,8.73
1.12E+18,151.22,-33.85,Seriousness of Gas Emissions,-0.53,-1.34
1.12E+18,-117.93,33.62,Weather Extremes,-0.47,-1.71
1.12E+18,-110.93,32.22,Weather Extremes,0.61,1.36
1.12E+18,-84.39,33.75,Impact of Resource Overconsumption,0.05,2.57
1.12E+18,55.45,-4.59,Impact of Resource Overconsumption,0.05,0
1.12E+18,-155.43,19.59,Weather Extremes,-0.47,0.37
1.12E+18,153.02,-27.47,Seriousness of Gas Emissions,-0.53,-2.41
1.12E+18,5.13,52.08,Seriousness of Gas Emissions,-0.38,6.43
1.12E+18,-98.49,29.42,Seriousness of Gas Emissions,-0.69,3
1.12E+18,-85.67,42.96,Impact of Resource Overconsumption,0.06,7.61
1.12E+18,-87.65,41.85,Seriousness of Gas Emissions,-0.53,6.62
1.12E+18,-90.7,38.81,Impact of Resource Overconsumption,0.05,4.99
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.45,-3.13
1.12E+18,-112.07,33.45,Weather Extremes,-0.2,0.45
1.12E+18,-86.16,39.77,Weather Extremes,0.51,5.26
1.12E+18,-86.77,36.16,Impact of Resource Overconsumption,0.05,4.01
1.12E+18,-104.61,38.25,Weather Extremes,-0.23,2.54
1.12E+18,-123.12,49.25,Seriousness of Gas Emissions,-0.53,-1.23
1.12E+18,-83,40.25,Impact of Resource Overconsumption,-0.77,7.3
1.12E+18,-87.65,41.85,Weather Extremes,-0.56,6.62
1.12E+18,-98.49,29.42,Seriousness of Gas Emissions,-0.69,3
1.12E+18,-74.4,40.08,Weather Extremes,-0.61,1.44
1.12E+18,-114.09,51.05,Weather Extremes,-0.05,-2.9
1.12E+18,-95.36,29.76,Weather Extremes,-0.73,2.46
1.12E+18,-72.4,5.34,Seriousness of Gas Emissions,-0.38,0.49
1.12E+18,-118.24,34.05,Weather Extremes,-0.43,-3.13
1.12E+18,-82.5,28.75,Weather Extremes,-0.52,0.36
1.12E+18,-81.66,30.33,Weather Extremes,-0.21,1.29
1.12E+18,-75.16,39.95,Weather Extremes,0.01,2.08
1.12E+18,-88.03,42.11,Seriousness of Gas Emissions,-0.53,6.29
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.38,-3.13
1.12E+18,-80.06,41.06,Seriousness of Gas Emissions,0.65,7.59
1.12E+18,39.17,21.58,Impact of Resource Overconsumption,0.05,1.92
1.12E+18,-80.19,25.77,Weather Extremes,-0.23,0.61
1.12E+18,-118.76,36.7,Seriousness of Gas Emissions,-0.53,-1.84
1.12E+18,-70.26,43.66,Seriousness of Gas Emissions,-0.69,2.6
1.12E+18,-77.1,38.88,Weather Extremes,-0.02,3.87
1.12E+18,-95.88,32.21,Seriousness of Gas Emissions,0.57,4.42
1.12E+18,-111.76,34.4,Weather Extremes,-0.7,0.74
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.38,-0.96
1.12E+18,-90.07,29.95,Weather Extremes,0.02,2.61
1.12E+18,-80.98,43.37,Impact of Resource Overconsumption,-0.62,8.49
1.12E+18,-79.38,43.65,Weather Extremes,-0.38,8.55
1.12E+18,-77.73,40.97,Seriousness of Gas Emissions,-0.27,4.99
1.12E+18,-81.63,38.35,Impact of Resource Overconsumption,0.25,5.89
1.12E+18,-86.25,40,Weather Extremes,-0.28,6.26
1.12E+18,-97.74,30.27,Weather Extremes,-0.64,3.51
1.12E+18,-117.16,32.72,Seriousness of Gas Emissions,-0.69,-1.44
1.12E+18,-85.16,37.57,Seriousness of Gas Emissions,-0.53,3.97
1.12E+18,-88.18,39.5,Weather Extremes,0.39,5.4
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,0.44,-0.96
1.12E+18,-87.65,41.85,Seriousness of Gas Emissions,-0.49,6.62
1.12E+18,-97.74,30.27,Weather Extremes,-0.4,3.51
1.12E+18,-87.62,41.88,Weather Extremes,-0.75,6.62
1.12E+18,-86.77,36.16,Weather Extremes,-0.44,4.01
1.12E+18,-86.78,36.17,Weather Extremes,-0.47,4.01
1.12E+18,-119.65,36.33,Impact of Resource Overconsumption,0.27,-3.13
1.12E+18,-77.03,38.9,Impact of Resource Overconsumption,0.05,3.87
1.12E+18,-111.88,40.89,Seriousness of Gas Emissions,-0.53,2.51
1.12E+18,-116.78,34.69,Impact of Resource Overconsumption,0.05,-0.96
1.12E+18,-118.24,34.05,Weather Extremes,-0.47,-3.13
1.12E+18,-95.36,29.76,Weather Extremes,0.59,2.46
1.12E+18,-117.18,34.06,Weather Extremes,-0.59,-1.98
1.12E+18,106.74,-6.16,Seriousness of Gas Emissions,-0.69,0.47
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,0.03,1.44
1.12E+18,151.78,-32.93,Weather Extremes,-0.47,-1.99
1.12E+18,-122.29,38.3,Weather Extremes,-0.66,-4.01
1.12E+18,-122.2,47.61,Weather Extremes,-0.61,-2.37
1.12E+18,-119.7,34.42,Seriousness of Gas Emissions,-0.53,-2.7
1.12E+18,-97.74,30.27,Seriousness of Gas Emissions,-0.29,3.51
1.12E+18,-79.38,43.65,Seriousness of Gas Emissions,-0.69,8.55
1.12E+18,-120.34,50.68,Weather Extremes,-0.25,-2.27
1.12E+18,-78.49,37.12,Seriousness of Gas Emissions,-0.27,4.31
1.12E+18,-96.81,32.78,Weather Extremes,-0.17,4.33
1.12E+18,-109.64,47.38,Weather Extremes,0.39,1.19
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.53,-0.96
1.12E+18,-122.42,37.78,Impact of Resource Overconsumption,0.52,-3.58
1.12E+18,-105.07,40.55,Seriousness of Gas Emissions,0.67,3.03
1.12E+18,-111.71,39.42,Weather Extremes,-0.47,2.5
1.12E+18,-77.73,40.97,Seriousness of Gas Emissions,0.49,4.99
1.12E+18,-123.35,48.44,Impact of Resource Overconsumption,0.49,-1.34
1.12E+18,-87.98,42.08,Impact of Resource Overconsumption,0.05,6.89
1.12E+18,-95.11,29.38,Seriousness of Gas Emissions,-0.69,2.46
1.12E+18,-123.04,44.94,Impact of Resource Overconsumption,-0.11,-2.88
1.12E+18,-79.83,44.49,Seriousness of Gas Emissions,0.88,8.63
1.12E+18,-90.71,38.21,Seriousness of Gas Emissions,-0.53,4.99
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.27,3.87
1.12E+18,153,-26.5,Weather Extremes,-0.47,-3.31
1.12E+18,-89.4,43.07,Seriousness of Gas Emissions,-0.53,5.34
1.12E+18,-120.74,43.98,Seriousness of Gas Emissions,-0.27,-4.29
1.12E+18,177.28,-38,Weather Extremes,0.16,-2.2
1.12E+18,-118.54,34.39,Weather Extremes,-0.39,-3.13
1.12E+18,-80.19,25.77,Weather Extremes,-0.1,0.61
1.12E+18,-81.38,28.54,Weather Extremes,-0.47,0.5
1.12E+18,-77.86,40.79,Seriousness of Gas Emissions,0.1,4.99
1.12E+18,-87.82,42.58,Weather Extremes,-0.47,6.89
1.12E+18,-2,54,Weather Extremes,0.46,5.14
1.12E+18,-89.73,32.97,Weather Extremes,-0.49,3.26
1.12E+18,101.68,2.91,Weather Extremes,-0.47,-0.4
1.12E+18,-87.65,41.85,Weather Extremes,-0.47,6.62
1.12E+18,-90.08,29.95,Seriousness of Gas Emissions,-0.69,2.61
1.12E+18,-119.86,34.41,Weather Extremes,-0.23,-2.7
1.12E+18,-1.75,53.79,Seriousness of Gas Emissions,-0.26,4.98
1.12E+18,-71.06,42.36,Weather Extremes,0.38,2.21
1.12E+18,-122.04,37.37,Weather Extremes,0.08,-3.58
1.12E+18,-119.47,49.03,Seriousness of Gas Emissions,-0.5,-2.09
1.12E+18,-80.27,26.06,Weather Extremes,-0.47,0.57
1.12E+18,-115.15,36.17,Seriousness of Gas Emissions,-0.38,0.92
1.12E+18,-123.12,49.25,Weather Extremes,0.02,-1.23
1.12E+18,153.03,-27.47,Weather Extremes,-0.47,-2.41
1.12E+18,-73.8,40.75,Weather Extremes,-0.47,0.77
1.12E+18,-0.97,51.46,Seriousness of Gas Emissions,-0.73,4.06
1.12E+18,-123.94,49.17,Seriousness of Gas Emissions,0,-1.23
1.12E+18,-50.98,-18.54,Seriousness of Gas Emissions,0.45,0.28
1.12E+18,-79.38,43.65,Weather Extremes,-0.47,8.55
1.12E+18,11.7,52.01,Weather Extremes,-0.47,8.33
1.12E+18,-93.29,44.88,Seriousness of Gas Emissions,0.45,3.91
1.12E+18,-93.27,44.98,Weather Extremes,-0.49,3.91
1.12E+18,-71.11,42.38,Seriousness of Gas Emissions,-0.59,2.21
1.12E+18,-87.65,41.85,Seriousness of Gas Emissions,0.1,6.62
1.12E+18,-90.07,29.95,Seriousness of Gas Emissions,-0.69,2.61
1.12E+18,-101.86,33.58,Seriousness of Gas Emissions,-0.69,6.58
1.12E+18,106.7,10.78,Weather Extremes,-0.47,0.26
1.12E+18,-122.08,37.67,Seriousness of Gas Emissions,-0.69,-3.58
1.12E+18,-49.25,-16.68,Weather Extremes,-0.11,-0.49
1.12E+18,-93.23,45.16,Seriousness of Gas Emissions,-0.69,3.98
1.12E+18,153.03,-27.47,Seriousness of Gas Emissions,-0.03,-2.41
1.12E+18,-113.57,42.63,Seriousness of Gas Emissions,-0.53,0.74
1.12E+18,-111.5,34.5,Weather Extremes,-0.47,0.74
1.12E+18,-95.94,41.26,Seriousness of Gas Emissions,-0.69,4.85
1.12E+18,-86.25,35.75,Weather Extremes,-0.4,3.52
1.12E+18,-90.66,42.5,Weather Extremes,-0.53,5.54
1.12E+18,31.25,30.06,Weather Extremes,-0.47,0.87
1.12E+18,-77.04,38.9,Weather Extremes,0.02,3.87
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,0.5,3.87
1.12E+18,-117,46.73,Weather Extremes,-0.62,-2.61
1.12E+18,-118.76,36.7,Weather Extremes,-0.47,-1.84
1.12E+18,-86.28,35.77,Seriousness of Gas Emissions,0.1,3.52
1.12E+18,-94.25,46.25,Weather Extremes,-0.4,3.76
1.12E+18,100.5,13.75,Seriousness of Gas Emissions,0.45,-0.36
1.12E+18,-75.5,39,Weather Extremes,-0.61,2.08
1.12E+18,151.22,-33.85,Weather Extremes,0.43,-1.34
1.12E+18,101.67,3.17,Weather Extremes,0.72,-0.42
1.12E+18,-118.34,33.84,Seriousness of Gas Emissions,-0.69,-2.13
1.12E+18,-119.43,49.87,Seriousness of Gas Emissions,-0.63,-2.09
1.12E+18,-123.36,48.43,Weather Extremes,0.64,-1.34
1.12E+18,121.13,14.56,Seriousness of Gas Emissions,0.51,1.25
1.12E+18,101.34,13.61,Weather Extremes,-0.47,-0.04
1.12E+18,120.9,14.48,Weather Extremes,-0.47,1.56
1.12E+18,-119.49,49.88,Impact of Resource Overconsumption,-0.47,-2.09
1.12E+18,-94.58,39.1,Impact of Resource Overconsumption,-0.16,4.59
1.12E+18,-118.76,36.7,Weather Extremes,0.69,-1.84
1.12E+18,-74.13,40.05,Impact of Resource Overconsumption,-0.28,1.44
1.12E+18,-123.12,49.25,Weather Extremes,-0.48,-1.23
1.12E+18,-117.2,32.85,Seriousness of Gas Emissions,0.35,-1.44
1.12E+18,-85.13,41.13,Weather Extremes,-0.47,7.26
1.12E+18,172.63,-43.53,Seriousness of Gas Emissions,-0.53,-1.67
1.12E+18,151.21,-33.87,Seriousness of Gas Emissions,-0.53,-1.34
1.12E+18,-92.29,34.75,Seriousness of Gas Emissions,-0.69,4.84
1.12E+18,-87.57,33.21,Impact of Resource Overconsumption,0.05,2.62
1.12E+18,-87.79,41.89,Seriousness of Gas Emissions,0.01,6.62
1.12E+18,-79.57,43.64,Impact of Resource Overconsumption,-0.62,8.55
1.12E+18,-94.79,29.3,Seriousness of Gas Emissions,-0.69,2.5
1.12E+18,-105.61,38.73,Weather Extremes,-0.2,2.54
1.12E+18,-86.59,34.73,Weather Extremes,0.19,2.83
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.69,-3.13
1.12E+18,-80.65,41.1,Seriousness of Gas Emissions,-0.69,7.59
1.12E+18,-118.1,33.98,Seriousness of Gas Emissions,-0.69,-2.13
1.12E+18,-0.19,52.33,Weather Extremes,-0.47,4.34
1.12E+18,-83.92,35.96,Weather Extremes,-0.47,3.27
1.12E+18,151.22,-33.85,Weather Extremes,-0.47,-1.34
1.12E+18,-97.36,35.01,Weather Extremes,-0.47,4.2
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,0,1.44
1.12E+18,-123.11,49.26,Weather Extremes,0.81,-1.23
1.12E+18,-71.83,52.48,Seriousness of Gas Emissions,-0.54,6.21
1.12E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.53,-3.13
1.12E+18,-104.98,39.74,Seriousness of Gas Emissions,-0.38,2.73
1.12E+18,-95.37,29.76,Seriousness of Gas Emissions,-0.69,2.46
1.12E+18,-81.36,41.15,Weather Extremes,-0.63,7.79
1.12E+18,-119.02,35.37,Seriousness of Gas Emissions,0.08,-2.93
1.12E+18,-1.25,53.8,Weather Extremes,-0.08,4.98
1.12E+18,-114.09,51.05,Seriousness of Gas Emissions,0.01,-2.9
1.12E+18,-84.14,33.89,Impact of Resource Overconsumption,-0.21,2.57
1.12E+18,77.21,28.61,Weather Extremes,-0.19,1.49
1.12E+18,-2.23,53.45,Seriousness of Gas Emissions,0.01,5.14
1.12E+18,28.24,-26.11,Impact of Resource Overconsumption,0.05,0.38
1.12E+18,-74.01,40.71,Weather Extremes,0.35,1.44
1.12E+18,-80.25,35.82,Weather Extremes,-0.47,3.54
1.12E+18,-118.24,34.05,Weather Extremes,-0.2,-3.13
1.12E+18,-107.78,50.31,Weather Extremes,-0.5,-0.53
1.12E+18,-0.25,52.57,Impact of Resource Overconsumption,-0.76,4.34
1.12E+18,-1.48,51.21,Seriousness of Gas Emissions,-0.53,4.35
1.12E+18,-122.64,47.74,Seriousness of Gas Emissions,-0.53,-2.37
1.12E+18,-115.14,36.17,Weather Extremes,0.69,0.92
1.12E+18,-92.5,34.75,Seriousness of Gas Emissions,-0.69,4.84
1.12E+18,-118.24,34.05,Weather Extremes,-0.26,-3.13
1.12E+18,151.21,-33.87,Seriousness of Gas Emissions,-0.53,-1.34
1.12E+18,2.31,48.85,Seriousness of Gas Emissions,-0.68,4.04
1.12E+18,-106.65,35.08,Weather Extremes,0.25,2.31
1.12E+18,-94.67,38.98,Impact of Resource Overconsumption,0.05,4.31
1.12E+18,-90.66,42.5,Impact of Resource Overconsumption,-0.29,5.54
1.12E+18,-1.48,53.55,Weather Extremes,-0.47,4.98
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.69,3.87
1.12E+18,-79.38,43.65,Weather Extremes,0.09,8.55
1.12E+18,-83.11,32.33,Weather Extremes,0.03,2.34
